# Ticker, PercentRise,PercentFall
CHP,68.0288461538,31.9711538462
CHS,56.25,43.75
HRG,66.6666666667,33.3333333333
HRC,63.0136986301,36.9863013699
KAC,59.4827586207,40.5172413793
DBH,50,50.0
IPA,69.9570815451,30.0429184549
DBM,62.4113475177,37.5886524823
APS,62.8269617706,37.1730382294
DBC,54.5218520121,45.4781479879
DBD,59.8130841121,40.1869158879
DBF,57.1428571429,42.8571428571
API,61.2004287245,38.7995712755
APC,59.2427616927,40.7572383073
APF,42.8571428571,57.1428571429
APG,60.6189320388,39.3810679612
KST,56.5217391304,43.4782608696
BT6,61.4385010577,38.5614989423
BT1,62.8571428571,37.1428571429
KSS,56.64160401,43.35839599
HDP,59.6774193548,40.3225806452
HDG,59.2530657748,40.7469342252
KSD,62.9438717068,37.0561282932
HDC,58.4929757344,41.5070242656
HDA,53.8594969644,46.1405030356
IFC,54.9382716049,45.0617283951
HDO,60.4851752022,39.5148247978
HDM,62.7400768246,37.2599231754
KSH,57.5498575499,42.4501424501
KSK,64.4736842105,35.5263157895
CEG,100.0,0.0
BMC,53.896353167,46.103646833
CEE,60.0,40.0
CEC,63.2653061224,36.7346938776
CEO,56.1403508772,43.8596491228
BMI,57.448433919,42.551566081
HMS,66.6666666667,33.3333333333
BMP,60.5670103093,39.4329896907
HMH,60.8747753146,39.1252246854
HMG,50.0,50.0
HMC,61.7807153966,38.2192846034
DLC,65.671641791,34.328358209
GCB,80.0,20.0
DLG,58.2713222667,41.7286777333
DLD,66.6666666667,33.3333333333
CSG,57.5342465753,42.4657534247
CSC,57.7612863327,42.2387136673
AFC,100.0,0.0
DLR,52.972972973,47.027027027
AFX,64.6153846154,35.3846153846
DLT,86.6666666667,13.3333333333
CSV,59.5026642984,40.4973357016
BTU,54.8387096774,45.1612903226
BTT,59.7879858657,40.2120141343
BTW,59.3360995851,40.6639004149
BTV,58.064516129,41.935483871
BTP,60.7010090281,39.2989909719
BTS,58.2677165354,41.7322834646
BTR,100.0,0.0
BTD,52.1126760563,47.8873239437
BTG,57.6271186441,42.3728813559
BTC,64.0461792194,35.9538207806
BTB,52.380952381,47.619047619
CZC,62.0320855615,37.9679144385
BTH,57.9111457521,42.0888542479
ATG,46.6666666667,53.3333333333
NBP,60.9851446443,39.0148553557
LUT,58.9116325512,41.0883674488
MTL,50.0,50.0
ATA,60.9170305677,39.0829694323
C71,53.8461538462,46.1538461538
FDC,59.5703125,40.4296875
IST,73.3333333333,26.6666666667
ISH,76.7441860465,23.2558139535
ATS,62.7659574468,37.2340425532
ISG,78.5714285714,21.4285714286
DGC,52.8106508876,47.1893491124
ASP,60.7649333906,39.2350666094
CMI,55.3581661891,44.6418338109
DGL,61.800486618,38.199513382
DTC,55.4443053817,44.5556946183
ASA,62.0786516854,37.9213483146
DGW,50.0,50.0
DGT,56.586270872,43.413729128
ASD,31.5789473684,68.4210526316
ASM,59.319286872,40.680713128
CLL,60.0562587904,39.9437412096
CLM,76.4705882353,23.5294117647
CLH,66.8246445498,33.1753554502
GTH,57.6874205845,42.3125794155
CMC,57.3426573427,42.6573426573
CLG,60.0234466589,39.9765533411
BBC,60.1218865925,39.8781134075
GTN,56.1764705882,43.8235294118
CLC,60.4973501834,39.5026498166
IMP,59.0640975226,40.9359024774
GTS,53.2608695652,46.7391304348
CLX,54.7945205479,45.2054794521
NBB,59.401926001,40.598073999
CLW,65.1527663088,34.8472336912
CLP,48.0263157895,51.9736842105
HVN,41.0256410256,58.9743589744
HVA,61.7154811715,38.2845188285
ITD,59.595959596,40.404040404
ITC,58.2112970711,41.7887029289
HVG,52.7012711864,47.2987288136
ITA,56.9749810462,43.0250189538
HVX,61.1642050391,38.8357949609
HVT,64.897146649,35.102853351
GBS,53.8221528861,46.1778471139
BPC,61.493366245,38.506633755
AAA,56.315179606,43.684820394
GTA,57.5744113727,42.4255886273
AAM,61.6310892173,38.3689107827
MPC,57.0202020202,42.9797979798
GTD,66.6666666667,33.3333333333
FDG,54.347826087,45.652173913
C92,56.1887254902,43.8112745098
ADP,64.4409937888,35.5590062112
BII,61.5384615385,38.4615384615
BID,55.253837072,44.746162928
BIC,61.355695318,38.644304682
CYC,60.2973327503,39.7026672497
GMC,60.3174603175,39.6825396825
DNL,67.1554252199,32.8445747801
DHM,59.4616639478,40.5383360522
DHL,60.6164383562,39.3835616438
DHI,55.317577548,44.682422452
DHG,63.050977386,36.949022614
DHD,56.25,43.75
DHC,60.8297413793,39.1702586207
DHA,60.0243753809,39.9756246191
MLS,49.0740740741,50.9259259259
DHT,57.3298429319,42.6701570681
DHP,66.2082514735,33.7917485265
MCO,59.10041841,40.89958159
LGL,61.5223097113,38.4776902887
MCH,45.2173913043,54.7826086957
MCG,58.2298136646,41.7701863354
LGC,59.7227884223,40.2772115777
MCC,59.291084855,40.708915145
GFC,57.6388888889,42.3611111111
ADC,64.798206278,35.201793722
CKD,61.6279069767,38.3720930233
ILC,56.5449010654,43.4550989346
NAC,50,50.0
DZM,57.1111111111,42.8888888889
BGM,59.375,40.625
CKV,58.0615942029,41.9384057971
NAF,57.2093023256,42.7906976744
HSC,63.768115942,36.231884058
DCL,57.8042959427,42.1957040573
DCM,65.7754010695,34.2245989305
HSG,55.9831065228,44.0168934772
DCF,65.0,35.0
BBS,59.0034965035,40.9965034965
DCD,71.5909090909,28.4090909091
HSI,61.0066090493,38.9933909507
DCC,53.4501642935,46.5498357065
HBE,54.9036043588,45.0963956412
HST,58.282208589,41.717791411
DCT,59.6809924679,40.3190075321
DCS,59.4503171247,40.5496828753
HAH,53.6585365854,46.3414634146
HAI,58.0092011711,41.9907988289
C21,61.5682478219,38.4317521781
HAN,40.0,60.0
HAC,57.2864321608,42.7135678392
HAD,56.2442183164,43.7557816836
HAG,54.5754716981,45.4245283019
HAX,58.958068615,41.041931385
MEF,12.5,87.5
DQC,54.0412725709,45.9587274291
HAP,61.889332004,38.110667996
DC4,60.1146131805,39.8853868195
HBB,55.9164733179,44.0835266821
DC2,58.3706356312,41.6293643688
DC1,62.6865671642,37.3134328358
DRI,45.8333333333,54.1666666667
HJS,61.1470113086,38.8529886914
DRH,60.6847697757,39.3152302243
GDW,62.6780626781,37.3219373219
IHK,58.185840708,41.814159292
HJC,61.5384615385,38.4615384615
NAV,59.0888382688,40.9111617312
EMG,50.0,50.0
DMC,57.7829277713,42.2170722287
L18,59.1105620754,40.8894379246
EMC,62.5246548323,37.4753451677
L14,58.7831207066,41.2168792934
L10,60.2888086643,39.7111913357
L12,66.6666666667,33.3333333333
MAFPF1,70.5845771144,29.4154228856
FDT,66.9902912621,33.0097087379
GER,59.0163934426,40.9836065574
LDG,54.5842217484,45.4157782516
GEX,55.8752997602,44.1247002398
LDP,59.3577981651,40.6422018349
GEG,69.5652173913,30.4347826087
MH3,55.8823529412,44.1176470588
MHL,59.2274678112,40.7725321888
FOX,54.9019607843,45.0980392157
DDV,54.1019955654,45.8980044346
MHC,57.4313141344,42.5686858656
EFI,63.8554216867,36.1445783133
DDH,100.0,0.0
DDN,59.943977591,40.056022409
DDM,60.1529902643,39.8470097357
HU4,63.1868131868,36.8131868132
ITS,60.8571428571,39.1428571429
ANT,70.3125,29.6875
LCG,55.8150397011,44.1849602989
ANV,57.8969594595,42.1030405405
LCC,57.3055028463,42.6944971537
ITQ,61.7996604414,38.2003395586
KMF,52.0179372197,47.9820627803
DVN,42.3076923077,57.6923076923
D11,61.738002594,38.261997406
HNG,52.8806584362,47.1193415638
HNF,65.4320987654,34.5679012346
DVD,50.5966587112,49.4033412888
BCG,56.762295082,43.237704918
HNM,55.9039876113,44.0960123887
DVC,62.5,37.5
BCC,57.2350930498,42.7649069502
HNP,60.0,40.0
KMT,56.7567567568,43.2432432432
HNT,0.0,100.0
COM,62.9224652087,37.0775347913
DVP,63.2676056338,36.7323943662
KDM,57.8778135048,42.1221864952
HCI,55.5555555556,44.4444444444
KDH,60.9570418706,39.0429581294
KDC,58.1533101045,41.8466898955
HEV,59.2615012107,40.7384987893
MST,67.0175438596,32.9824561404
C69,52.2727272727,47.7272727273
HEC,55.5555555556,44.4444444444
IME,70.1298701299,29.8701298701
HEM,58.6206896552,41.3793103448
CDC,57.6939203354,42.3060796646
CDN,53.3834586466,46.6165413534
CDO,65.3379549393,34.6620450607
HSA,76.4705882353,23.5294117647
ECI,61.1706512778,38.8293487222
DIH,63.4259259259,36.5740740741
DID,60.8808290155,39.1191709845
CVT,56.0857908847,43.9142091153
DIG,54.5222278998,45.4777721002
DIC,57.3456079785,42.6543920215
CVN,62.2062663185,37.7937336815
BXH,57.2625698324,42.7374301676
EIC,53.7037037037,46.2962962963
EIB,62.1791513882,37.8208486118
EID,62.0689655172,37.9310344828
GND,70.5882352941,29.4117647059
MKP,61.7821782178,38.2178217822
C12,71.4285714286,28.5714285714
FUCTVGF1,69.0476190476,30.9523809524
CVC,50.0,50.0
EIN,58.3333333333,41.6666666667
MBG,58.3756345178,41.6243654822
GAS,59.5911949686,40.4088050314
LCD,61.3138686131,38.6861313869
MBB,63.3972992182,36.6027007818
MBS,72.0257234727,27.9742765273
L61,61.1550151976,38.8449848024
L63,64.5833333333,35.4166666667
G36,51.2820512821,48.7179487179
HPS,56.783919598,43.216080402
HPR,56.2666666667,43.7333333333
MTP,56.1128526646,43.8871473354
HPP,60.3070175439,39.6929824561
HPW,75.0,25.0
HPT,64.1221374046,35.8778625954
HPM,78.1512605042,21.8487394958
MTM,42.8571428571,57.1428571429
HPC,56.7884528642,43.2115471358
HPB,62.7771295216,37.2228704784
MTA,58.961038961,41.038961039
HPG,54.9183758895,45.0816241105
MTG,63.4952428643,36.5047571357
HPD,64.5933014354,35.4066985646
LCM,57.7484364142,42.2515635858
KKC,57.2192513369,42.7807486631
EBS,60.8391608392,39.1608391608
ARM,62.3300970874,37.6699029126
GSP,66.0606060606,33.9393939394
HBI,100.0,0.0
NAG,61.5343347639,38.4656652361
CX8,59.4594594595,40.5405405405
HBD,60.4278074866,39.5721925134
CCV,0.0,100.0
CCP,71.4285714286,28.5714285714
HBC,56.8522072937,43.1477927063
CCR,66.6666666667,33.3333333333
CCM,57.3342736248,42.6657263752
CCL,64.6103896104,35.3896103896
NAP,100.0,0.0
HNB,64.406779661,35.593220339
CCI,61.2859097127,38.7140902873
DRL,69.4021101993,30.5978898007
DRC,56.2547966232,43.7452033768
GSM,67.1018276762,32.8981723238
HBS,64.9462365591,35.0537634409
BCI,62.8249141736,37.1750858264
KHP,61.9217081851,38.0782918149
HKP,60.6741573034,39.3258426966
HKT,58.1818181818,41.8181818182
MCF,58.5185185185,41.4814814815
KHL,66.4341761116,33.5658238884
BCE,62.6744186047,37.3255813953
HKB,59.1240875912,40.8759124088
KHA,61.3140676118,38.6859323882
KHB,60.5847953216,39.4152046784
LM8,61.974522293,38.025477707
BVN,60.2678571429,39.7321428571
JVC,57.0666666667,42.9333333333
FSO,50,50.0
CQT,43.4782608696,56.5217391304
BVS,52.752293578,47.247706422
BBT,56.5119760479,43.4880239521
KVC,62.1818181818,37.8181818182
BVG,62.0333598094,37.9666401906
CXH,66.6666666667,33.3333333333
BVH,54.6593186373,45.3406813627
APP,62.7763041556,37.2236958444
KMR,57.532409477,42.467590523
GMD,58.5987261146,41.4012738854
DVH,60.7594936709,39.2405063291
ICI,56.9705093834,43.0294906166
MWG,59.7014925373,40.2985074627
HT2,56.2264150943,43.7735849057
HT1,57.3221757322,42.6778242678
LKW,59.6566523605,40.3433476395
FLC,57.0724841661,42.9275158339
CTN,57.2474377745,42.7525622255
BCP,51.0638297872,48.9361702128
AMC,68.3189655172,31.6810344828
AME,61.8613138686,38.1386861314
AMD,61.0169491525,38.9830508475
AMP,54.347826087,45.652173913
AMS,60.2564102564,39.7435897436
MNC,65.0988411725,34.9011588275
AMV,60.1637107776,39.8362892224
BDG,68.992248062,31.007751938
HND,61.7886178862,38.2113821138
BDB,59.6541786744,40.3458213256
CJC,58.0089820359,41.9910179641
B82,58.33849969,41.66150031
BDW,57.1428571429,42.8571428571
MGC,50,50.0
KCE,64.0,36.0
HTC,62.2448979592,37.7551020408
HTB,55.4285714286,44.5714285714
CNG,59.5100864553,40.4899135447
HTL,58.8062622309,41.1937377691
HTI,64.3396226415,35.6603773585
AVS,57.9015544041,42.0984455959
HTV,59.3142857143,40.6857142857
MPT,62.6740947075,37.3259052925
HTR,100.0,0.0
HTP,59.8457888493,40.1542111507
AVF,61.5770609319,38.4229390681
ACC,61.9949494949,38.0050505051
ACB,57.337883959,42.662116041
ACE,59.3712212817,40.6287787183
IDV,59.7855227882,40.2144772118
MDF,58.064516129,41.935483871
ACM,62.1118012422,37.8881987578
ACL,60.1304347826,39.8695652174
KSV,0.0,100.0
IDJ,64.9851632047,35.0148367953
ACV,57.8231292517,42.1768707483
IDI,59.2369477912,40.7630522088
KSQ,61.801242236,38.198757764
HFC,65.671641791,34.328358209
HFB,50,50.0
BKC,55.0131926121,44.9868073879
NBS,64.0845070423,35.9154929577
IFS,55.7732680196,44.2267319804
NBW,65.8711217184,34.1288782816
NBT,50.0,50.0
GVT,100.0,0.0
NBC,59.0023382697,40.9976617303
CGP,66.5714285714,33.4285714286
D2D,60.7623318386,39.2376681614
CGV,0.0,100.0
DNE,66.6666666667,33.3333333333
DND,67.6470588235,32.3529411765
DNF,51.6483516484,48.3516483516
MDG,62.7527723418,37.2472276582
ADS,61.6935483871,38.3064516129
DNC,60.3389830508,39.6610169492
DNM,61.6022099448,38.3977900552
ELC,61.0223642173,38.9776357827
DNH,40.0,60.0
D26,80.0,20.0
DNW,64.8,35.2
GMX,60.5063291139,39.4936708861
DNP,56.3097949886,43.6902050114
DNS,60.7329842932,39.2670157068
DNY,60.7470049331,39.2529950669
LEC,100.0,0.0
GDT,60.894828588,39.105171412
MCI,58.3333333333,41.6666666667
MEC,58.8059701493,41.1940298507
FBT,57.3139435415,42.6860564585
BRR,50.0,50.0
FBA,57.928802589,42.071197411
AC4,57.8947368421,42.1052631579
GTT,63.6122177955,36.3877822045
KSA,54.0917005223,45.9082994777
BRC,63.4879725086,36.5120274914
CIC,54.1473125415,45.8526874585
CIG,63.2498101746,36.7501898254
KSC,66.0377358491,33.9622641509
CID,58.9208006963,41.0791993037
CII,55.6399132321,44.3600867679
KSB,61.1531741409,38.8468258591
MSR,49.0990990991,50.9009009009
MSN,59.6214511041,40.3785488959
HQC,58.8341346154,41.1658653846
MSC,52.1739130435,47.8260869565
DAD,60.1194426012,39.8805573988
DAE,60.5347593583,39.4652406417
DAG,58.9129164231,41.0870835769
DAC,57.093124456,42.906875544
HES,60.0,40.0
DAH,50.8474576271,49.1525423729
EAD,69.8113207547,30.1886792453
DAT,60.4651162791,39.5348837209
IJC,55.2601156069,44.7398843931
DAP,71.6981132075,28.3018867925
DAR,50.0,50.0
DAS,0.0,100.0
CNT,57.4085182963,42.5914817037
ICN,62.6459143969,37.3540856031
FPC,55.6640625,44.3359375
ICC,61.3333333333,38.6666666667
HOM,66.0455486542,33.9544513458
ICG,58.4331337325,41.5668662675
ICF,59.7417840376,40.2582159624
FPT,55.0420168067,44.9579831933
HOT,61.191626409,38.808373591
CNC,64.2673521851,35.7326478149
KLS,58.0170777989,41.9829222011
CNN,61.4035087719,38.5964912281
CNH,52.380952381,47.619047619
HHS,57.1537872992,42.8462127008
HHV,58.3333333333,41.6666666667
DXV,62.4831309042,37.5168690958
DXP,58.5449033725,41.4550966275
HHC,56.2874251497,43.7125748503
HHA,64.1255605381,35.8744394619
DXL,51.4285714286,48.5714285714
HHG,60.4191616766,39.5808383234
CI5,56.25,43.75
DXG,57.0433851098,42.9566148902
MCP,61.3215859031,38.6784140969
HHL,59.8584428716,40.1415571284
